donaljo02,2021,1,MIN,AL,135,457,73,113,26,0,26,72,0,0,74,114,2,4,0,8,22,,0.24726477
lowrije01,2021,1,OAK,AL,139,457,55,112,28,0,14,69,0,0,49,108,1,2,0,4,8,,0.245076586
villajo01,2021,1,NYN,NL,142,454,63,113,18,2,18,42,14,7,46,132,2,3,2,0,6,,0.248898678
hampsga01,2021,1,COL,NL,147,453,69,106,21,6,11,33,17,7,33,118,2,3,3,2,6,,0.233995585
lindofr01,2021,1,NYN,NL,125,452,73,104,16,3,20,63,10,4,58,96,4,5,6,3,7,,0.230088496
herreod01,2021,1,PHI,NL,124,450,59,117,27,2,13,51,6,1,29,77,0,6,1,5,6,,0.26
aguilje01,2021,1,MIA,NL,131,449,49,117,23,0,22,93,0,0,46,93,4,3,0,7,11,,0.260579065
vottojo01,2021,1,CIN,NL,129,448,73,119,23,1,36,99,1,0,77,127,6,4,0,4,7,,0.265625
smithdo02,2021,1,NYN,NL,145,446,43,109,20,0,11,58,2,1,32,112,2,9,0,6,13,,0.244394619
wongko01,2021,1,MIL,NL,116,445,70,121,32,2,14,50,12,5,31,83,1,13,0,3,2,,0.271910112
myerswi01,2021,1,SDN,NL,146,442,56,113,24,2,17,63,8,5,54,141,2,0,0,4,9,,0.255656109
molinya01,2021,1,SLN,NL,121,440,45,111,19,0,11,66,3,0,24,79,1,5,0,3,16,,0.252272727
ahmedni01,2021,1,ARI,NL,129,434,46,96,30,3,5,38,7,2,34,104,3,2,2,1,9,,0.221198157
arraelu01,2021,1,MIN,AL,121,428,58,126,17,6,2,42,2,2,43,48,2,2,0,6,9,,0.294392523
keplema01,2021,1,MIN,AL,121,426,61,90,21,4,19,54,10,0,54,96,3,6,0,4,2,,0.211267606
iglesjo01,2021,1,LAA,AL,114,424,57,110,23,1,8,41,5,2,18,66,0,4,0,1,10,,0.259433962
winkeje01,2021,1,CIN,NL,110,423,77,129,32,1,24,71,1,0,53,75,1,9,0,0,14,,0.304964539
margoma01,2021,1,TBA,AL,125,421,55,107,18,3,10,57,13,8,37,70,2,1,1,4,4,,0.25415677
urshegi01,2021,1,NYA,AL,116,420,42,112,18,2,14,49,1,0,20,109,0,1,0,1,16,,0.266666667
reyesfr01,2021,1,CLE,AL,115,418,57,106,18,2,30,85,4,1,43,149,3,2,0,3,13,,0.253588517
dalbebo01,2021,1,BOS,AL,133,417,50,100,21,5,25,78,2,0,28,156,1,7,0,1,3,,0.239808153
vaughan01,2021,1,CHA,AL,127,417,56,98,22,0,15,48,1,1,41,101,0,6,0,5,14,,0.23501199
garcile02,2021,1,CHA,AL,126,415,60,111,22,4,5,54,6,2,41,97,0,4,9,5,12,,0.26746988
smithwi05,2021,1,LAN,NL,130,414,71,107,19,2,25,76,3,0,58,101,4,18,0,11,11,,0.258454106
baddoak01,2021,1,DET,AL,124,413,60,107,20,7,13,55,18,4,45,122,1,0,0,3,5,,0.259079903
castrwi01,2021,1,DET,AL,125,413,56,91,15,6,9,38,9,4,23,109,1,8,3,3,5,,0.220338983
contrwi01,2021,1,CHN,NL,128,413,61,98,20,0,21,57,5,4,52,138,1,14,0,4,11,,0.237288136
simmoan01,2021,1,MIN,AL,131,412,37,92,12,0,3,31,1,0,32,62,0,3,3,1,14,,0.223300971
naquity01,2021,1,CIN,NL,127,411,52,111,24,2,19,70,5,3,35,106,1,5,0,3,9,,0.270072993
confomi01,2021,1,NYN,NL,125,406,52,94,20,0,14,55,1,0,59,104,3,12,0,2,14,,0.231527094
santaan02,2021,1,BAL,AL,110,406,54,98,24,0,18,50,1,1,23,101,0,4,1,4,11,,0.24137931
walkech02,2021,1,ARI,NL,115,401,55,98,23,1,10,46,0,0,38,106,1,4,0,2,8,,0.244389027
yelicch01,2021,1,MIL,NL,117,399,70,99,19,2,9,51,9,3,70,113,5,3,0,3,5,,0.248120301
poseybu01,2021,1,SFN,NL,113,395,68,120,23,0,18,56,0,0,56,87,5,1,0,2,15,,0.303797468
murphse01,2021,1,OAK,AL,119,393,47,85,23,0,17,59,0,0,40,114,0,12,0,3,7,,0.216284987
narvaom01,2021,1,MIL,NL,123,391,54,104,20,0,11,49,0,0,41,84,3,7,0,6,13,,0.265984655
florewi01,2021,1,SFN,NL,139,389,57,102,16,1,18,53,1,0,41,56,0,3,0,3,11,,0.262210797
hoskirh01,2021,1,PHI,NL,107,389,64,96,29,0,27,71,3,2,47,108,0,5,0,2,7,,0.246786632
turnetr01,2021,1,WAS,NL,96,388,66,125,17,3,18,49,21,3,26,77,0,4,0,2,13,,0.322164948
bradlja02,2021,1,MIL,NL,134,387,39,63,14,3,6,29,7,1,28,132,0,10,0,3,8,,0.162790698
gardnbr01,2021,1,NYA,AL,140,387,47,86,16,4,10,39,4,0,60,100,0,3,5,6,3,,0.222222222
rodgebr02,2021,1,COL,NL,102,387,49,110,21,3,15,51,0,0,19,84,0,7,0,2,8,,0.284237726
fraziad01,2021,1,PIT,NL,98,386,58,125,28,4,4,32,5,4,35,46,1,6,0,1,6,,0.323834197
mcneije01,2021,1,NYN,NL,120,386,48,97,19,1,7,35,3,0,29,58,0,10,0,1,10,,0.251295337
polloaj01,2021,1,LAN,NL,117,384,53,114,27,1,21,69,9,1,30,80,4,6,0,2,4,,0.296875
sanchga02,2021,1,NYA,AL,117,383,54,78,13,1,23,54,0,0,52,121,3,5,0,0,14,,0.203655352
bohmal01,2021,1,PHI,NL,115,380,46,94,15,0,7,47,4,0,31,111,0,2,0,4,12,,0.247368421
severpe01,2021,1,BAL,AL,113,379,32,94,18,0,11,46,0,0,34,109,1,1,0,5,9,,0.248021108
francma02,2021,1,BAL,AL,104,377,31,79,22,0,11,47,0,0,20,67,0,3,0,3,12,,0.209549072
hernace02,2021,1,CLE,AL,96,376,60,87,17,2,18,47,0,0,38,90,0,4,0,2,6,,0.231382979
mccanja02,2021,1,NYN,NL,121,375,29,87,12,1,10,46,1,2,32,115,1,2,0,3,12,,0.232
stallja01,2021,1,PIT,NL,112,374,38,92,20,1,8,53,0,0,49,85,0,2,0,2,10,,0.245989305
maldoma01,2021,1,HOU,AL,125,373,40,64,10,1,12,36,0,0,47,127,1,5,0,1,9,,0.171581769
escobed01,2021,1,ARI,NL,98,370,50,91,14,3,22,65,1,0,29,85,1,0,0,1,1,,0.245945946
gregodi01,2021,1,PHI,NL,103,368,35,77,16,2,13,54,3,0,25,67,1,8,0,7,8,,0.20923913
baderha01,2021,1,SLN,NL,103,367,45,98,21,1,16,50,9,4,27,85,6,5,0,2,4,,0.267029973
adamewi01,2021,2,MIL,NL,99,365,61,104,26,0,20,58,4,2,47,105,1,0,0,1,8,,0.284931507
hayeske01,2021,1,PIT,NL,96,362,49,93,20,2,6,38,9,1,31,87,0,1,0,2,11,,0.256906077
dejonpa01,2021,1,SLN,NL,113,356,44,70,10,1,19,45,4,1,35,103,0,9,0,2,6,,0.196629213
profaju01,2021,1,SDN,NL,137,353,47,80,17,2,4,33,10,5,49,65,1,6,1,2,12,,0.226628895
seageco01,2021,1,LAN,NL,95,353,54,108,22,3,16,57,1,1,48,66,2,5,0,3,8,,0.305949008
haaseer01,2021,1,DET,AL,98,351,48,81,12,1,22,61,2,0,26,119,0,2,0,2,11,,0.230769231
stephty01,2021,1,CIN,NL,132,350,56,100,21,0,10,45,0,0,41,75,1,6,0,5,11,,0.285714286
barnhtu01,2021,1,CIN,NL,116,348,41,86,21,0,7,48,0,0,29,100,1,8,0,3,8,,0.247126437
bregmal01,2021,1,HOU,AL,91,348,54,94,17,0,12,55,1,0,44,53,4,4,0,4,13,,0.270114943
kiermke01,2021,1,TBA,AL,122,348,54,90,19,7,4,37,9,5,33,99,2,5,0,4,4,,0.25862069
torrelu01,2021,1,SEA,AL,108,346,39,84,16,2,15,47,0,0,28,99,1,1,0,3,8,,0.242774566
gosseph01,2021,1,LAA,AL,104,345,40,90,14,0,7,47,4,2,24,81,0,3,0,1,3,,0.260869565
laurera01,2021,1,OAK,AL,88,341,43,84,21,2,14,39,12,5,27,98,0,9,0,1,4,,0.246334311
marteke01,2021,1,ARI,NL,90,340,52,108,29,1,14,50,2,0,31,60,3,2,0,1,8,,0.317647059
ramirha02,2021,1,CLE,AL,99,339,33,91,21,1,7,41,3,1,14,56,1,5,0,3,10,,0.268436578
diazel01,2021,1,COL,NL,106,338,52,83,18,1,18,44,0,0,30,60,1,2,0,1,15,,0.24556213
wisdopa01,2021,1,CHN,NL,106,338,54,78,13,0,28,61,4,1,32,153,1,4,0,0,7,,0.230769231
kelenja01,2021,1,SEA,AL,93,337,41,61,13,1,14,43,6,4,36,106,0,3,0,1,5,,0.181008902
polangr01,2021,1,PIT,NL,107,336,38,70,12,2,11,36,14,1,36,104,2,2,0,8,8,,0.208333333
wadela01,2021,1,SFN,NL,109,336,52,85,17,3,18,56,6,1,33,89,1,5,4,3,3,,0.25297619
baezja01,2021,1,CHN,NL,91,335,48,83,9,2,22,65,13,3,15,131,1,7,0,3,7,,0.247761194
luxga01,2021,1,LAN,NL,102,335,49,81,12,4,7,46,4,1,41,83,3,3,0,2,3,,0.241791045
zuninmi01,2021,1,TBA,AL,109,333,64,72,11,2,33,62,0,0,34,132,0,7,0,1,7,,0.216216216
mooredy01,2021,1,SEA,AL,126,332,42,60,11,2,12,43,21,5,40,111,0,4,0,1,6,,0.180722892
millebr02,2021,1,PHI,NL,140,331,53,75,9,3,20,49,3,0,45,112,2,1,0,0,7,,0.226586103
kempto01,2021,1,OAK,AL,131,330,54,92,16,3,8,37,8,2,52,51,0,6,4,5,2,,0.278787879
bryankr01,2021,1,CHN,NL,93,326,58,87,19,2,18,51,4,2,39,89,1,8,0,1,6,,0.266871166
gamelbe01,2021,2,PIT,NL,111,326,42,83,17,3,8,26,3,6,48,99,2,3,2,4,6,,0.254601227
beltbr01,2021,1,SFN,NL,97,325,65,89,14,2,29,59,3,2,48,103,3,7,0,1,9,,0.273846154
nimmobr01,2021,1,NYN,NL,92,325,51,95,17,3,8,28,5,4,54,79,0,5,2,0,3,,0.292307692
pillake01,2021,1,NYN,NL,124,325,40,75,11,2,15,47,4,3,11,81,0,10,0,1,5,,0.230769231
strawmy01,2021,1,HOU,AL,98,325,44,85,13,1,2,34,17,5,38,71,0,2,1,4,7,,0.261538462
heywaja01,2021,1,CHN,NL,104,323,35,69,15,2,8,30,5,1,27,68,1,3,0,0,4,,0.213622291
rizzoan01,2021,1,CHN,NL,92,323,41,80,16,3,14,40,4,2,36,59,2,14,0,3,10,,0.247678019
odorro01,2021,1,NYA,AL,102,322,42,65,12,0,15,39,0,1,27,100,2,11,1,0,3,,0.201863354
harrijo05,2021,1,WAS,NL,90,320,39,94,23,2,6,38,5,2,25,50,0,12,0,1,4,,0.29375
escobal02,2021,1,WAS,NL,75,319,53,92,21,2,4,28,3,0,17,56,0,9,2,2,2,,0.288401254
moranco01,2021,1,PIT,NL,99,318,29,82,12,0,10,50,1,0,36,87,0,2,0,3,6,,0.257861635
torrero01,2021,1,PHI,NL,112,318,30,77,10,1,7,41,2,1,19,41,2,1,5,1,7,,0.242138365
uptonju01,2021,1,LAA,AL,89,318,47,67,12,0,17,41,4,1,39,107,0,1,0,3,11,,0.210691824
bellico01,2021,1,LAN,NL,95,315,39,52,9,2,10,36,3,1,31,94,2,1,0,3,2,,0.165079365
castrha01,2021,1,DET,AL,106,315,35,89,13,1,3,37,1,1,14,72,0,1,4,5,7,,0.282539683
castrst01,2021,1,WAS,NL,87,315,25,89,20,0,3,38,0,1,26,62,1,0,0,4,6,,0.282539683
roblevi01,2021,1,WAS,NL,107,315,37,64,21,1,2,19,8,6,33,85,3,16,4,1,7,,0.203174603
duvalad01,2021,1,MIA,NL,91,314,41,72,10,1,22,68,5,0,21,105,0,1,0,3,4,,0.229299363
caratvi01,2021,1,SDN,NL,116,313,33,71,9,0,7,39,2,0,35,82,8,4,0,4,13,,0.226837061
gallojo01,2021,1,TEX,AL,95,310,57,69,6,1,25,55,6,0,74,125,4,4,0,0,3,,0.222580645
lagarju01,2021,1,LAA,AL,112,309,39,73,20,2,6,38,1,2,12,76,0,1,4,1,8,,0.236245955
solerjo01,2021,1,KCA,AL,94,308,38,59,16,0,13,37,0,0,38,97,0,5,0,3,9,,0.191558442
solando01,2021,1,SFN,NL,101,307,35,86,17,0,7,31,2,0,25,58,2,7,1,4,8,,0.280130293
heredgu01,2021,1,ATL,NL,120,305,46,67,26,0,5,26,0,0,32,81,3,9,0,1,5,,0.219672131
kellyca02,2021,1,ARI,NL,98,304,41,73,11,1,13,46,0,0,44,74,1,6,0,5,10,,0.240131579
dazayo01,2021,1,COL,NL,107,301,26,85,12,2,2,30,2,1,21,60,0,2,6,1,9,,0.282392027
springe01,2021,1,TOR,AL,78,299,59,79,19,1,22,50,4,1,37,79,1,4,0,1,6,,0.264214047
zimmebr01,2021,1,CLE,AL,99,299,44,68,9,1,8,35,15,3,30,122,0,15,0,4,3,,0.227424749
acunaro01,2021,1,ATL,NL,82,297,72,84,19,1,24,52,17,6,49,85,2,9,0,5,0,,0.282828283
cruzne02,2021,1,MIN,AL,85,296,44,87,13,1,19,50,3,0,35,63,6,5,0,7,10,,0.293918919
ortegra01,2021,1,CHN,NL,103,296,44,86,14,2,11,33,12,6,30,70,1,2,2,0,3,,0.290540541
alfarjo01,2021,1,MIA,NL,92,295,22,72,15,1,4,30,8,1,11,99,0,5,0,0,8,,0.244067797
diazal02,2021,1,HOU,AL,84,294,28,76,19,0,8,45,0,1,16,62,3,9,0,0,7,,0.258503401
boteda01,2021,1,CHN,NL,97,291,32,58,10,2,8,35,0,1,27,73,0,5,1,3,13,,0.199312715
goodrni01,2021,1,DET,AL,90,290,39,62,11,2,9,33,14,5,29,107,0,4,0,2,6,,0.213793103
duffyma01,2021,1,CHN,NL,97,289,45,83,12,0,5,30,8,1,25,63,0,7,0,1,16,,0.287197232
sosaed01,2021,1,SLN,NL,113,288,39,78,8,4,6,27,4,4,17,63,2,17,1,2,8,,0.270833333
hedgeau01,2021,1,CLE,AL,88,286,32,51,7,0,10,31,1,0,15,87,1,1,7,3,7,,0.178321678
trevijo01,2021,1,TEX,AL,89,285,23,68,14,0,5,30,1,1,12,57,1,0,2,3,13,,0.238596491
mccorch01,2021,1,HOU,AL,108,284,47,73,12,0,14,50,4,2,25,104,0,4,0,7,5,,0.257042254
varshda01,2021,1,ARI,NL,95,284,41,70,17,2,11,38,6,0,30,67,3,0,1,0,4,,0.246478873
cabreas01,2021,1,ARI,NL,90,283,34,69,21,0,7,40,1,0,33,73,1,2,0,3,6,,0.243816254
dickeal01,2021,1,SFN,NL,111,283,37,66,10,2,13,38,1,0,23,76,1,6,0,0,7,,0.233215548
